caseid,case_reversed,judge_id,year,log_cites
X3GPAD,0,1299.0,1929.0,0.6931471805599453
X3GP8S,0,1359.0,1930.0,2.0794415416798357
X9VBCJ,0,1591.0,1931.0,
X3H304,0,2021.0,1931.0,2.1972245773362196
X3M3KP,0,1795.0,1930.0,1.0986122886681098
X3H32J,0,710.0,1931.0,2.0794415416798357
X3H33G,0,,,
X9VC4B,0,,,
X9VBEC,0,1549.0,1930.0,1.791759469228055
X3H4NQ,0,26.0,1931.0,1.0986122886681098
X3H4Q0,0,2266.0,1931.0,0.6931471805599453
X222B0,0,493.0,1931.0,1.0986122886681098
X44T2B,0,62.0,1931.0,1.3862943611198906
X44TKJ,0,1898.0,1931.0,1.3862943611198906
X3ID26,0,2021.0,1932.0,1.0986122886681098
X44SR8,0,1119.0,1931.0,3.4339872044851463
X3L42C,0,511.0,1931.0,0.6931471805599453
X3H32B,0,,,
X2229R,0,493.0,1931.0,0.6931471805599453
X3H4OV,0,2241.0,1931.0,1.0986122886681098
X4A27C,0,,,
X222A7,0,1635.0,1931.0,2.995732273553991
X3H4Q1,0,1955.0,1931.0,2.302585092994046
X3H4QG,0,,,
X3H4QT,0,2241.0,1931.0,0.6931471805599453
X4A20F,0,,,
X3H4NE,0,2159.0,1931.0,1.3862943611198906
X2D7B0,0,2079.0,1930.0,1.0986122886681098
X3L412,0,2303.0,1931.0,2.1972245773362196
X4A1L0,0,1299.0,1931.0,1.791759469228055
X4A208,0,2241.0,1931.0,1.6094379124341003
X3IB1H,0,,,
X3IB1B,0,,,
X3IB25,0,,,
X3IB24,0,,,
X3IBE8,0,850.0,1932.0,1.3862943611198906
X3IBA6,0,1024.0,1932.0,1.3862943611198906
X3S5S6,0,1951.0,1932.0,2.772588722239781
X3ID1E,0,150.0,1932.0,1.3862943611198906
X3ICPF,0,1299.0,1932.0,1.9459101490553132
X3ID6T,0,,,
X3ICV0,0,1006.0,1932.0,1.791759469228055
X3S5LJ,0,2241.0,1932.0,3.4011973816621555
X3S7NU,0,2131.0,1932.0,1.6094379124341003
X3S7IM,0,677.0,1932.0,2.8903717578961645
X3VTBA,0,2021.0,1932.0,3.6375861597263857
X3VTQ9,0,1238.0,1932.0,1.3862943611198906
X3VTQ1,0,2073.0,1932.0,1.3862943611198906
X3VTP7,0,2021.0,1932.0,1.791759469228055
X3MCVB,0,2244.0,1932.0,1.6094379124341003
X3VTEB,0,1554.0,1932.0,0.6931471805599453
X3VT3G,0,,,
X3VT3B,0,,,
X3VT44,0,,,
X49S0H,0,,,
X3VTM6,0,1826.0,1932.0,1.0986122886681098
X3IMGD,0,485.0,1933.0,1.0986122886681098
X3S7PG,0,2241.0,1932.0,1.9459101490553132
X3S7JG,0,1299.0,1932.0,0.6931471805599453
X3ICPP,0,,,
X3ICP9,0,,,
X3MCVT,0,2266.0,1932.0,2.3978952727983707
X3VTP3,0,1353.0,1932.0,1.9459101490553132
X3MCO9,0,850.0,1932.0,3.4339872044851463
X3VTE8,0,1554.0,1932.0,1.3862943611198906
X3ID20,0,620.0,1932.0,1.6094379124341003
X3MCQC,0,2241.0,1932.0,
X3VTCT,0,1955.0,1932.0,1.0986122886681098
X3VTMC,0,1814.0,1932.0,
X3IIQU,0,849.0,1932.0,1.3862943611198906
X3IMT8,0,2003.0,1933.0,1.3862943611198906
X3VTOO,0,26.0,1932.0,1.3862943611198906
X49R58,0,26.0,1932.0,1.791759469228055
X3IMI4,0,710.0,1933.0,1.0986122886681098
X3M36C,0,1905.0,1930.0,2.3978952727983707
X3IMIN,0,1898.0,1933.0,
X3IMJL,0,1898.0,1933.0,1.0986122886681098
X49SCB,0,620.0,1932.0,1.3862943611198906
X3IMHM,0,2241.0,1933.0,0.6931471805599453
X3SDDA,0,2303.0,1933.0,1.3862943611198906
X3IR43,0,850.0,1933.0,1.791759469228055
X3ISUN,0,,,
X3ISUG,0,,,
X45UQA,0,1898.0,1933.0,1.791759469228055
X3IMKR,0,331.0,1933.0,0.6931471805599453
X45US9,0,850.0,1933.0,1.791759469228055
X45UQ8,0,922.0,1933.0,
X3IR6O,0,2241.0,1933.0,
X3IR7D,0,849.0,1933.0,
X3ISEI,0,,,
X3GG71,0,,,
X3ISBV,0,2003.0,1933.0,2.302585092994046
X3ISFA,0,2241.0,1933.0,0.6931471805599453
X3ISAO,0,620.0,1933.0,
X3IR45,0,1299.0,1933.0,1.0986122886681098
X400DB,0,850.0,1933.0,0.6931471805599453
X3IMA7,0,1006.0,1933.0,2.0794415416798357
X3ISQ4,0,1898.0,1933.0,0.6931471805599453
X3SD14,0,1238.0,1933.0,
X3SDB9,0,1359.0,1933.0,1.3862943611198906
X400GE,0,2266.0,1933.0,1.0986122886681098
X3ITLG,0,1826.0,1934.0,1.3862943611198906
X3ITO3,0,850.0,1934.0,2.6390573296152584
X3ITMQ,0,342.0,1934.0,0.6931471805599453
X4A30V,0,1905.0,1934.0,2.0794415416798357
X3ITGD,0,2303.0,1934.0,3.091042453358316
X400PP,0,2021.0,1934.0,1.6094379124341003
X3ITKA,0,2021.0,1934.0,
X3ITKT,0,712.0,1934.0,2.6390573296152584
X4A0BN,0,1951.0,1934.0,2.1972245773362196
X4A2HF,0,2021.0,1934.0,1.3862943611198906
X4A2GQ,0,850.0,1934.0,1.3862943611198906
X4A74V,0,2021.0,1934.0,2.1972245773362196
X462DF,0,620.0,1934.0,3.4657359027997265
X4A2DK,0,2003.0,1934.0,0.6931471805599453
X400LF,0,655.0,1934.0,
X4A07U,0,850.0,1934.0,3.091042453358316
X4A0DU,0,2241.0,1934.0,1.3862943611198906
X4A03F,0,,,
X3ITN5,0,850.0,1934.0,4.174387269895637
X3ITJ9,0,1299.0,1934.0,1.6094379124341003
X4A0LL,0,849.0,1934.0,2.302585092994046
X4A2BF,0,150.0,1934.0,1.0986122886681098
X4A0I3,0,2266.0,1934.0,1.0986122886681098
X4A2IS,0,1898.0,1934.0,2.8903717578961645
X4A06B,0,2241.0,1934.0,1.0986122886681098
X4A0JU,0,850.0,1934.0,3.332204510175204
X3JA31,0,2159.0,1935.0,2.3978952727983707
X4A8C1,0,620.0,1934.0,1.3862943611198906
X3JA3V,0,1814.0,1935.0,1.0986122886681098
X3JC7V,0,1814.0,1935.0,1.9459101490553132
X3JA55,0,850.0,1935.0,
X3JA2D,0,150.0,1935.0,1.791759469228055
X3JAD0,0,1006.0,1935.0,1.3862943611198906
X3JC2M,0,655.0,1935.0,
X3JC58,0,181.0,1935.0,2.4849066497880004
X3JAEK,0,342.0,1935.0,2.1972245773362196
X3JF44,0,368.0,1935.0,0.6931471805599453
X3JC9R,0,1478.0,1935.0,1.791759469228055
X3JC6I,0,22.0,1935.0,
X4AAD3,0,,,
X4AAD4,0,,,
X4AADN,0,,,
X4ABKL,0,2021.0,1935.0,1.3862943611198906
X3JC8N,0,850.0,1935.0,2.1972245773362196
X3JESB,0,849.0,1935.0,2.302585092994046
X4A763,0,2241.0,1934.0,0.6931471805599453
X4A778,0,1706.0,1934.0,2.772588722239781
X3JBO7,0,2021.0,1935.0,3.1354942159291497
X3JBVL,0,1602.0,1935.0,1.9459101490553132
X3JC7P,0,849.0,1935.0,
X3JC14,0,1006.0,1935.0,
X3JC3V,0,1006.0,1935.0,0.6931471805599453
X3JFF8,0,342.0,1935.0,1.0986122886681098
X4AAL2,0,1951.0,1935.0,1.0986122886681098
X4672F,0,620.0,1935.0,1.0986122886681098
X4ABK0,0,2073.0,1935.0,0.6931471805599453
X4ABP6,0,2303.0,1935.0,1.3862943611198906
X4683L,0,677.0,1936.0,
X4ABGS,0,712.0,1935.0,0.6931471805599453
X3JHST,0,1238.0,1936.0,2.0794415416798357
X4AIR2,0,850.0,1936.0,2.1972245773362196
X43BTS,0,342.0,1936.0,
X465G8,0,1238.0,1935.0,2.8903717578961645
X4684E,0,26.0,1936.0,1.6094379124341003
X467UR,0,850.0,1936.0,0.6931471805599453
X4B5O2,0,1955.0,1935.0,1.0986122886681098
X467VU,0,1905.0,1936.0,2.302585092994046
X4675Q,0,710.0,1935.0,1.3862943611198906
X4AID4,0,1814.0,1936.0,1.6094379124341003
X467AF,0,1635.0,1935.0,1.3862943611198906
X4AIKR,0,712.0,1936.0,
X43C5D,0,485.0,1936.0,2.4849066497880004
X9VDED,0,1898.0,1936.0,2.0794415416798357
X4AIH1,0,849.0,1936.0,1.791759469228055
X43BU0,0,342.0,1936.0,1.0986122886681098
X4AIFV,0,342.0,1936.0,0.6931471805599453
X4AIR4,0,1951.0,1936.0,2.1972245773362196
X9VDD6,0,1238.0,1936.0,
X9VDD3,0,850.0,1936.0,1.6094379124341003
X3JHUA,0,677.0,1936.0,
X9VDDL,0,,,
X46A8J,0,1898.0,1936.0,1.0986122886681098
X43BU3,0,1299.0,1936.0,1.3862943611198906
X46CPV,0,1006.0,1937.0,2.0794415416798357
X4ABCD,0,150.0,1935.0,0.6931471805599453
X9VD4D,0,1955.0,1936.0,
X46A5K,0,677.0,1936.0,0.6931471805599453
X43CEH,0,2021.0,1936.0,1.791759469228055
X43CB7,0,1327.0,1936.0,0.6931471805599453
X3JI98,0,2159.0,1936.0,1.791759469228055
X43CAR,0,1898.0,1936.0,1.6094379124341003
X9VD3F,0,217.0,1936.0,1.0986122886681098
X9VD2M,0,631.0,1936.0,1.3862943611198906
X46CQ3,0,1006.0,1937.0,0.6931471805599453
X9VD74,0,620.0,1936.0,1.0986122886681098
X4AKMR,0,1299.0,1937.0,1.3862943611198906
X46HD7,0,1299.0,1937.0,1.3862943611198906
X4AMGA,0,850.0,1937.0,0.6931471805599453
X46JHT,0,1955.0,1937.0,2.302585092994046
X46JI2,0,1299.0,1937.0,
X46JHG,0,2021.0,1937.0,0.6931471805599453
X46JAD,0,712.0,1937.0,0.6931471805599453
X4AMLH,0,,,
X4AMID,0,1905.0,1937.0,1.0986122886681098
X46H7P,0,1951.0,1937.0,1.6094379124341003
X46H9H,0,2021.0,1937.0,2.0794415416798357
X43DO3,0,2241.0,1936.0,1.6094379124341003
X46JG2,0,512.0,1937.0,2.1972245773362196
X43DQ7,0,2266.0,1937.0,0.6931471805599453
X46JES,0,,,
X46H9S,0,342.0,1937.0,1.0986122886681098
X46J96,0,2073.0,1937.0,0.6931471805599453
X43DSP,0,2241.0,1937.0,1.6094379124341003
X46H55,0,217.0,1937.0,
X46H8N,0,1006.0,1937.0,
X46H9N,0,,,
X9VD8A,0,1299.0,1936.0,2.3978952727983707
X3ITBL,0,246.0,1934.0,1.0986122886681098
X46NGD,0,2021.0,1938.0,2.772588722239781
X4ANV4,0,853.0,1938.0,1.0986122886681098
X46NU1,0,1231.0,1938.0,0.6931471805599453
X46NUO,0,1451.0,1938.0,0.6931471805599453
X46NFE,0,1291.0,1938.0,0.6931471805599453
X46J0I,0,485.0,1937.0,1.3862943611198906
X46NO9,0,,,
X46NGO,0,1238.0,1938.0,2.1972245773362196
X4AO0T,0,,,
X3JTJE,0,2131.0,1938.0,1.3862943611198906
X4AN0O,0,1951.0,1938.0,2.6390573296152584
X3K1BI,0,2003.0,1938.0,1.791759469228055
X46NVD,0,1006.0,1938.0,0.6931471805599453
X3K1F4,0,1955.0,1938.0,1.6094379124341003
X4AO75,0,620.0,1938.0,1.0986122886681098
X4AO32,0,22.0,1938.0,2.5649493574615367
X43FP9,0,,,
X43FOL,0,,,
X43FO4,0,,,
X3N4SI,0,2241.0,1938.0,1.0986122886681098
X4AMSK,0,1905.0,1937.0,1.791759469228055
X4AO5K,0,1299.0,1938.0,0.6931471805599453
X46NR3,0,1327.0,1938.0,2.772588722239781
X3MCQL,0,1484.0,1932.0,1.3862943611198906
X4AOCE,0,1951.0,1938.0,1.9459101490553132
X4AOI2,0,,,
X43G30,0,,,
X3N516,0,1905.0,1939.0,
X4AON5,0,2102.0,1938.0,0.6931471805599453
X4AOLM,0,1990.0,1938.0,1.6094379124341003
X43IP8,0,,,
X46NNT,0,1898.0,1938.0,1.3862943611198906
X46NIM,0,2295.0,1938.0,1.3862943611198906
X3JTQU,0,1955.0,1938.0,
X46NQ9,0,2241.0,1938.0,1.3862943611198906
X3K1LF,0,342.0,1938.0,0.6931471805599453
X4AO7B,0,849.0,1938.0,1.3862943611198906
X3K1P9,0,512.0,1938.0,1.6094379124341003
X3K1NR,0,485.0,1938.0,2.302585092994046
X43IQ7,0,850.0,1939.0,2.0794415416798357
X3N51N,0,1898.0,1938.0,2.0794415416798357
X3N521,0,712.0,1938.0,2.5649493574615367
X40779,0,1291.0,1939.0,1.0986122886681098
X3N522,0,2259.0,1938.0,1.6094379124341003
X43IU4,0,922.0,1939.0,1.791759469228055
X407KM,0,2073.0,1939.0,0.6931471805599453
X43IHT,0,,,
X43IIV,0,,,
X43IIG,0,,,
X1VT4I,0,677.0,1939.0,1.6094379124341003
X3N4UB,0,1898.0,1938.0,
X1VT4K,0,2064.0,1939.0,0.6931471805599453
X408GV,0,147.0,1939.0,2.0794415416798357
X407NK,0,,,
X407GB,0,1814.0,1939.0,1.3862943611198906
X4DIDB,0,620.0,1939.0,3.091042453358316
X43V52,0,1635.0,1939.0,
X4088I,0,850.0,1939.0,2.302585092994046
X43VAC,0,1327.0,1939.0,1.3862943611198906
X4DIJ5,0,620.0,1939.0,1.791759469228055
X4DIHH,0,850.0,1939.0,3.1354942159291497
X3B78E,0,,,
X3B78V,0,,,
X1VT4D,0,147.0,1939.0,1.9459101490553132
X4079K,0,255.0,1939.0,0.6931471805599453
X40790,0,1898.0,1939.0,1.9459101490553132
X4DI01,0,,,
X4DI0L,0,,,
X4DHVL,0,,,
X407HV,0,2102.0,1939.0,1.0986122886681098
X3Q18E,0,,,
X43V8T,0,850.0,1939.0,2.302585092994046
X47NHT,0,1814.0,1940.0,
X408CM,0,620.0,1939.0,0.6931471805599453
X3B8O5,0,2021.0,1940.0,1.3862943611198906
X43V53,0,1302.0,1939.0,4.02535169073515
X3B8DJ,0,,,
X3Q160,0,710.0,1939.0,2.6390573296152584
X3B8L0,0,895.0,1940.0,1.3862943611198906
X408EU,0,146.0,1939.0,0.6931471805599453
X4401E,0,895.0,1940.0,2.0794415416798357
X3B8L2,0,895.0,1940.0,1.6094379124341003
X47NJV,0,850.0,1940.0,4.68213122712422
X408JT,0,2064.0,1940.0,2.302585092994046
X3UIR2,0,853.0,1940.0,2.0794415416798357
X40A37,0,,,
X3UIQ8,0,710.0,1940.0,
X3BALB,0,2021.0,1940.0,1.0986122886681098
X4403M,0,364.0,1940.0,1.791759469228055
X1VSJ4,0,,,
X9VEJA,0,342.0,1940.0,2.70805020110221
X9VFCP,0,1951.0,1940.0,2.0794415416798357
X409Q5,0,853.0,1940.0,0.6931471805599453
X3UIVE,0,1302.0,1940.0,1.3862943611198906
X3UIIU,0,1351.0,1940.0,1.0986122886681098
X3B8OO,0,48.0,1940.0,2.302585092994046
X47NJR,0,1610.0,1940.0,1.6094379124341003
X9VEHI,0,,,
X9VEHH,0,,,
X9VEHG,0,,,
X3UIIQ,0,1814.0,1940.0,3.2188758248682006
X3UIJE,0,1006.0,1940.0,1.791759469228055
X9VF6M,0,368.0,1940.0,1.3862943611198906
X3UIQP,0,1610.0,1940.0,2.70805020110221
X3BA8T,0,2023.0,1940.0,0.6931471805599453
X3B8KB,0,850.0,1940.0,2.1972245773362196
X44004,0,850.0,1940.0,1.0986122886681098
X3UISE,0,1121.0,1940.0,1.0986122886681098
X43VRA,0,,,
X43VQR,0,,,
X43VQF,0,,,
X43VQE,0,957.0,1940.0,
X3BB0I,0,,,
X3BB14,0,,,
X3BB1H,0,,,
X3B8FP,0,620.0,1940.0,1.0986122886681098
X3B8PQ,0,1898.0,1940.0,
X40AAR,0,850.0,1940.0,2.995732273553991
X47N90,0,364.0,1940.0,1.9459101490553132
X3BAHU,0,957.0,1940.0,1.0986122886681098
X9VFCI,0,1610.0,1940.0,1.791759469228055
X9VFCQ,0,1610.0,1940.0,0.6931471805599453
X44082,0,1814.0,1940.0,1.791759469228055
X409SG,0,850.0,1940.0,2.995732273553991
X40A0G,0,2241.0,1940.0,
X407GJ,0,1327.0,1939.0,2.3978952727983707
X47KPI,0,147.0,1941.0,0.6931471805599453
X3BACE,0,844.0,1940.0,1.791759469228055
X47KP4,0,1032.0,1941.0,
X40CFO,0,400.0,1941.0,2.0794415416798357
X40CV3,0,1635.0,1941.0,0.6931471805599453
X40D0F,0,364.0,1941.0,1.6094379124341003
X40B2A,0,342.0,1941.0,1.0986122886681098
X40BAO,0,850.0,1941.0,1.3862943611198906
X47LEE,0,1898.0,1941.0,1.6094379124341003
X47MK5,0,1121.0,1941.0,1.0986122886681098
X47KVE,0,957.0,1941.0,1.0986122886681098
X40CTG,0,850.0,1941.0,2.0794415416798357
X40B69,0,2241.0,1941.0,1.9459101490553132
X40CI8,0,1955.0,1941.0,
X40CTU,0,1951.0,1941.0,2.0794415416798357
X47M6R,0,850.0,1941.0,2.833213344056216
X3OMCL,0,,,
X47LAO,0,712.0,1941.0,1.3862943611198906
X47M5G,0,342.0,1941.0,
X47L6O,0,1955.0,1941.0,1.3862943611198906
X47L90,0,368.0,1941.0,
X47N02,0,1955.0,1941.0,1.3862943611198906
X40DGM,0,2021.0,1942.0,0.6931471805599453
X47PR9,0,147.0,1942.0,2.0794415416798357
X40FU4,0,2064.0,1942.0,2.4849066497880004
X40G2Q,0,712.0,1942.0,1.9459101490553132
X47Q00,0,712.0,1942.0,1.791759469228055
X47QBS,0,1602.0,1942.0,2.6390573296152584
X40G0F,0,,,
X40ER4,0,1898.0,1942.0,3.6888794541139363
X40DUU,0,1008.0,1942.0,2.0794415416798357
X47QQ3,0,1602.0,1943.0,2.0794415416798357
X3BILA,0,1351.0,1942.0,1.791759469228055
X3BIQI,0,844.0,1942.0,2.302585092994046
X40E3N,0,763.0,1942.0,2.0794415416798357
X47PSV,0,,,
X47PSO,0,,,
X47PS2,0,,,
X40EN4,0,1448.0,1942.0,2.1972245773362196
X47PS6,0,1448.0,1942.0,1.791759469228055
X40GCG,0,763.0,1942.0,1.6094379124341003
X3BFC9,0,844.0,1941.0,1.3862943611198906
X40D89,0,853.0,1941.0,1.3862943611198906
X40F62,0,1006.0,1942.0,1.3862943611198906
X47Q5T,0,368.0,1942.0,1.791759469228055
X47Q6K,0,147.0,1942.0,2.1972245773362196
X3BIV7,0,1302.0,1942.0,2.302585092994046
X40G1C,0,1327.0,1942.0,
X40G1M,0,,,
X47Q76,0,682.0,1942.0,3.7376696182833684
X3BH5Q,0,,,
X3BH5P,0,,,
X3BH6D,0,,,
X3BH6C,0,,,
X47RCV,0,1448.0,1943.0,1.791759469228055
X47SQQ,0,682.0,1943.0,1.3862943611198906
X47QF4,0,1290.0,1942.0,1.6094379124341003
X47SL9,0,206.0,1943.0,2.302585092994046
X47SOE,0,,,
X47STJ,0,,,
X47STH,0,,,
X47SU9,0,,,
X90T2FQNB5G0,0,,,
X3BOMS,0,,,
X40DKT,0,853.0,1942.0,2.833213344056216
X40IED,0,1291.0,1943.0,1.0986122886681098
X40IJR,0,2021.0,1943.0,3.091042453358316
X47SP3,0,682.0,1943.0,2.0794415416798357
X3QA0D,0,1290.0,1943.0,3.044522437723423
X3Q9V5,0,1286.0,1943.0,1.6094379124341003
X47S91,0,1238.0,1943.0,1.6094379124341003
X47RS2,0,1351.0,1943.0,1.0986122886681098
X47S9P,0,2064.0,1943.0,1.0986122886681098
X47QF1,0,1121.0,1942.0,1.6094379124341003
X40IKH,0,1286.0,1943.0,1.6094379124341003
X3Q9TB,0,850.0,1943.0,1.791759469228055
X40L21,0,1602.0,1944.0,2.3978952727983707
X3BPOF,0,1291.0,1944.0,0.6931471805599453
X3BOEK,0,620.0,1944.0,0.6931471805599453
X3BLA7,0,1381.0,1943.0,1.3862943611198906
X3BLBG,0,529.0,1943.0,
X3BOK5,0,529.0,1944.0,1.6094379124341003
X3BR6O,0,922.0,1944.0,3.58351893845611
X3BORB,0,1291.0,1944.0,1.6094379124341003
X3BQ0V,0,,,
X40KJT,0,1448.0,1944.0,
X3BRCL,0,529.0,1944.0,1.791759469228055
X3BPS9,0,147.0,1944.0,1.0986122886681098
X3BQ98,0,1291.0,1944.0,1.791759469228055
X40LKN,0,1814.0,1944.0,1.9459101490553132
X3BRDT,0,,,
X3BRBQ,0,,,
X3BOHV,0,1448.0,1943.0,1.0986122886681098
X40L1N,0,2295.0,1944.0,0.6931471805599453
X481KI,0,2021.0,1944.0,1.0986122886681098
X3BPL5,0,850.0,1944.0,1.3862943611198906
X3BRD2,0,682.0,1944.0,4.04305126783455
X40KIN,0,1955.0,1944.0,
X3BON8,0,,,
X40KSM,0,1006.0,1944.0,
X3BR32,0,1238.0,1944.0,2.4849066497880004
X3BQAF,0,147.0,1944.0,1.0986122886681098
X40KM2,0,1351.0,1944.0,1.0986122886681098
X3BQAP,0,1327.0,1944.0,0.6931471805599453
X3BR9B,0,850.0,1944.0,1.0986122886681098
X3BLCK,0,22.0,1943.0,1.6094379124341003
X442ES,0,850.0,1945.0,4.543294782270004
X481NP,0,2064.0,1944.0,2.70805020110221
X481QR,0,763.0,1944.0,0.6931471805599453
X481J0,0,2021.0,1945.0,2.3978952727983707
X3BVLH,0,957.0,1945.0,0.6931471805599453
X44242,0,,,
X3UOVO,0,,,
X40NCU,0,850.0,1945.0,1.791759469228055
X3UP52,0,1448.0,1945.0,2.302585092994046
X3UPAO,0,895.0,1945.0,1.0986122886681098
X47QUE,0,2021.0,1943.0,3.258096538021482
X40N9R,0,1327.0,1945.0,
X44286,0,22.0,1945.0,
X3BVJV,0,1339.0,1944.0,4.23410650459726
X442IQ,0,512.0,1945.0,1.3862943611198906
X3UP0F,0,1905.0,1945.0,1.9459101490553132
X3BVEB,0,1510.0,1945.0,1.3862943611198906
X3NN4H,0,206.0,1944.0,0.6931471805599453
X3UP0T,0,1990.0,1945.0,0.6931471805599453
X3UP1C,0,,,
X3UOT6,0,1204.0,1945.0,1.6094379124341003
X3UOV1,0,1381.0,1945.0,1.0986122886681098
X40NKA,0,1109.0,1945.0,2.302585092994046
X40KRH,0,1286.0,1944.0,2.995732273553991
X40NK5,0,1318.0,1945.0,2.3978952727983707
X3BL86,0,1448.0,1943.0,1.3862943611198906
X40OG8,0,1955.0,1945.0,
X3C7H4,0,1564.0,1946.0,2.5649493574615367
X40QQ5,0,22.0,1946.0,1.791759469228055
X40IQB,0,1291.0,1943.0,3.4657359027997265
X443SJ,0,,,
X443FN,0,850.0,1945.0,1.9459101490553132
X40NTG,0,1510.0,1945.0,2.5649493574615367
X40RDQ,0,22.0,1946.0,1.3862943611198906
X3C7D9,0,1008.0,1946.0,1.791759469228055
X40PU4,0,206.0,1946.0,2.302585092994046
X40P01,0,1951.0,1946.0,2.70805020110221
X40Q79,0,348.0,1946.0,2.3978952727983707
X40QOI,0,1990.0,1946.0,
X40Q36,0,850.0,1946.0,1.6094379124341003
X40R82,0,,,
X40RL3,0,178.0,1946.0,3.1780538303479458
X485VM,0,850.0,1947.0,2.9444389791664403
X40SLT,0,1381.0,1947.0,2.1972245773362196
X4872M,0,1580.0,1947.0,3.091042453358316
XA6QA4,0,2166.0,1947.0,
XA6QB3,0,,,
X40SL9,0,206.0,1947.0,2.995732273553991
X443LV,0,850.0,1946.0,2.302585092994046
X40U3P,0,,,
X486KS,0,1905.0,1947.0,1.0986122886681098
